age,gender,degree_level,field_of_study,gpa,years_experience,python,java,c_cpp,sql,machine_learning,data_analysis,cloud_computing,cybersecurity,web_development,devops,networking,communication,leadership,problem_solving,teamwork,adaptability,recommended_job_1,recommended_job_2,recommended_job_3
34,Male,Bachelor,Software Engineering,9.5,7,0,1,1,1,0,1,0,0,1,1,0,2,1,1,2,1,Business Intelligence Analyst,Software Engineer,DevOps Engineer
25,Male,Bachelor,Software Engineering,7.9,7,1,0,0,0,1,0,1,0,0,1,1,2,3,1,4,5,Machine Learning Engineer,Cloud Engineer,DevOps Engineer
33,Male,Master,Software Engineering,8.7,2,1,0,1,0,1,0,0,1,0,0,1,2,4,4,4,3,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
32,Female,Bachelor,Software Engineering,7.7,2,0,0,0,1,1,0,0,0,1,0,0,4,2,3,1,5,Frontend Developer,Full Stack Developer,Business Intelligence Analyst
25,Male,Bachelor,AI,9.4,7,0,1,1,0,1,1,1,0,1,0,1,4,1,4,1,1,Software Engineer,Cloud Engineer,AI Researcher
34,Male,Bachelor,Cybersecurity,6.4,1,1,1,0,0,1,0,0,1,1,1,0,5,1,1,4,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
30,Female,PhD,Computer Science,7.6,4,1,0,0,0,0,1,1,0,1,1,0,2,3,2,5,1,Cloud Engineer,DevOps Engineer,Frontend Developer
26,Male,Bachelor,Computer Science,7.9,6,1,0,0,1,0,0,0,0,0,1,0,4,3,1,4,3,DevOps Engineer,Business Intelligence Analyst,Machine Learning Engineer
34,Male,Master,Computer Science,8.2,2,0,1,1,0,0,0,0,0,1,1,1,5,4,1,2,5,Software Engineer,DevOps Engineer,Backend Developer
21,Female,PhD,Data Science,7.0,8,0,0,0,1,0,1,1,0,1,0,1,4,3,3,2,1,Business Intelligence Analyst,Cloud Engineer,Data Analyst
28,Female,Master,Computer Science,9.1,6,1,0,0,0,0,0,0,0,0,0,1,4,5,1,2,5,Security Engineer,Business Intelligence Analyst,Machine Learning Engineer
22,Female,Master,Computer Science,6.4,0,1,1,1,0,1,1,1,1,0,1,0,3,4,1,5,2,Machine Learning Engineer,Software Engineer,Cloud Engineer
35,Female,Bachelor,AI,7.0,0,1,1,0,1,1,0,0,1,0,1,1,1,5,4,3,4,Machine Learning Engineer,Software Engineer,DevOps Engineer
31,Female,Master,Software Engineering,9.6,5,0,0,0,0,0,0,1,0,1,0,1,2,1,2,5,3,Cloud Engineer,AI Researcher,Frontend Developer
24,Female,PhD,AI,7.3,3,1,0,0,0,0,0,0,0,1,1,1,5,3,2,1,2,DevOps Engineer,Frontend Developer,Security Engineer
35,Female,PhD,AI,9.7,7,1,1,0,1,0,0,1,0,0,0,1,2,5,4,2,3,Software Engineer,Cloud Engineer,AI Researcher
27,Female,PhD,AI,7.8,5,1,1,1,0,0,1,0,1,1,1,1,1,4,3,5,3,Software Engineer,DevOps Engineer,Cybersecurity Analyst
30,Female,Bachelor,Software Engineering,8.0,1,1,0,1,0,0,0,1,1,1,0,0,2,2,4,5,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
29,Male,Master,Software Engineering,8.5,1,1,1,0,0,1,0,0,1,1,1,0,5,4,1,4,3,Machine Learning Engineer,Software Engineer,DevOps Engineer
33,Male,Master,Data Science,8.9,8,1,1,0,0,0,0,1,0,1,1,1,5,1,5,4,4,Software Engineer,Cloud Engineer,DevOps Engineer
33,Male,Master,Software Engineering,7.8,0,0,0,0,0,0,1,0,1,0,1,1,2,3,2,2,5,DevOps Engineer,Cybersecurity Analyst,Security Engineer
32,Female,PhD,AI,8.0,6,1,1,1,1,1,1,0,1,1,0,1,4,3,2,3,5,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
30,Female,Master,Software Engineering,8.8,8,0,1,0,1,1,0,1,1,1,0,1,1,3,3,4,2,Software Engineer,Cloud Engineer,Cybersecurity Analyst
22,Male,PhD,Computer Science,9.2,6,0,1,0,0,1,0,0,1,1,0,0,2,4,4,5,5,Software Engineer,Cybersecurity Analyst,Backend Developer
23,Female,Bachelor,Software Engineering,9.5,7,0,0,1,1,1,0,0,1,1,1,1,2,3,5,5,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
31,Male,Master,Cybersecurity,9.6,3,0,1,1,0,1,0,0,0,0,1,1,1,5,3,3,5,Software Engineer,DevOps Engineer,AI Researcher
29,Female,Master,Computer Science,6.8,5,0,0,0,0,1,0,0,1,0,0,1,1,1,4,2,1,Cybersecurity Analyst,Security Engineer,Machine Learning Engineer
28,Female,PhD,Software Engineering,6.3,7,1,1,1,1,0,0,0,1,0,0,0,3,5,5,3,4,Software Engineer,Cybersecurity Analyst,Backend Developer
30,Female,Bachelor,AI,8.0,2,1,0,0,1,1,0,0,1,1,1,0,3,4,1,4,3,Machine Learning Engineer,DevOps Engineer,Cybersecurity Analyst
25,Female,PhD,Cybersecurity,8.3,1,0,0,1,1,0,0,0,0,0,0,0,4,5,4,4,5,Software Engineer,Backend Developer,Business Intelligence Analyst
33,Male,PhD,Software Engineering,7.0,4,0,0,1,1,0,0,0,1,1,0,0,1,5,3,4,5,Software Engineer,Cybersecurity Analyst,Backend Developer
29,Female,Master,Software Engineering,6.6,3,0,0,0,1,1,1,0,1,0,0,0,1,5,2,4,2,Business Intelligence Analyst,Cybersecurity Analyst,Data Analyst
27,Male,Bachelor,Data Science,8.7,0,0,0,0,1,1,1,0,0,1,1,0,2,4,3,2,1,Business Intelligence Analyst,DevOps Engineer,Data Analyst
32,Female,Master,Cybersecurity,9.1,2,0,1,0,0,0,0,1,0,1,0,0,2,2,4,4,3,Software Engineer,Cloud Engineer,Backend Developer
33,Female,Master,Software Engineering,7.0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,1,2,1,Machine Learning Engineer,Data Scientist,AI Researcher
35,Female,Master,Data Science,9.2,0,0,1,0,0,0,1,0,1,0,1,0,5,1,1,5,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
22,Male,Master,Computer Science,9.4,7,0,1,0,0,0,0,0,1,1,0,0,2,2,3,5,5,Software Engineer,Cybersecurity Analyst,AI Researcher
28,Male,PhD,Computer Science,7.5,6,0,0,1,0,0,1,1,1,1,0,0,2,1,4,1,5,Software Engineer,Cloud Engineer,Cybersecurity Analyst
23,Female,PhD,Cybersecurity,7.4,6,1,1,1,1,0,0,0,1,1,0,0,1,2,4,4,5,Software Engineer,Cybersecurity Analyst,Backend Developer
31,Male,Bachelor,AI,7.6,4,0,0,0,0,1,1,0,1,1,0,1,5,3,1,1,2,Cybersecurity Analyst,Frontend Developer,Security Engineer
24,Male,Master,AI,6.4,2,1,0,0,1,1,1,0,0,0,1,0,2,1,1,3,4,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
27,Male,Master,AI,6.7,2,0,1,1,1,1,1,0,1,1,0,1,3,1,3,1,3,Full Stack Developer,Business Intelligence Analyst,Software Engineer
30,Female,PhD,Software Engineering,9.5,2,1,0,0,1,0,1,0,1,0,0,1,4,5,5,5,3,Business Intelligence Analyst,Cybersecurity Analyst,AI Researcher
22,Female,Master,Cybersecurity,6.8,5,1,0,1,1,1,0,1,1,1,1,1,4,3,2,1,5,Machine Learning Engineer,Software Engineer,Cloud Engineer
23,Female,Bachelor,Computer Science,8.1,2,1,1,1,0,0,1,0,0,0,1,0,2,5,5,4,5,Software Engineer,DevOps Engineer,Backend Developer
33,Female,PhD,Computer Science,8.7,7,0,1,0,1,1,0,0,1,1,1,1,4,2,5,1,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
34,Female,Master,AI,8.7,2,1,1,1,1,1,1,1,1,1,1,0,2,2,1,1,5,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
30,Female,PhD,AI,8.4,3,1,1,1,1,1,1,0,1,1,0,1,1,5,4,5,1,Cybersecurity Analyst,Machine Learning Engineer,Data Scientist
31,Male,Master,Cybersecurity,7.3,8,0,0,1,0,0,0,1,1,0,0,0,3,3,4,4,4,Software Engineer,Cloud Engineer,Cybersecurity Analyst
34,Female,Master,AI,8.8,2,0,0,0,0,0,0,0,0,1,0,1,4,2,1,3,5,Frontend Developer,Security Engineer,Full Stack Developer
33,Male,PhD,Software Engineering,8.0,3,0,1,1,0,0,1,0,0,0,1,0,1,2,5,2,2,Software Engineer,DevOps Engineer,Backend Developer
26,Female,Bachelor,AI,8.0,4,1,0,1,0,1,0,1,0,1,1,1,1,5,3,3,3,Machine Learning Engineer,Software Engineer,Cloud Engineer
30,Male,PhD,Data Science,9.7,0,0,0,0,0,0,1,0,1,1,1,0,5,1,4,5,1,DevOps Engineer,Cybersecurity Analyst,AI Researcher
24,Female,Master,Computer Science,6.9,0,1,0,1,1,1,0,0,0,0,0,0,5,3,2,4,5,Machine Learning Engineer,Software Engineer,Data Scientist
24,Female,Bachelor,AI,8.0,8,1,1,0,1,0,1,0,0,0,1,1,1,3,1,4,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
24,Male,PhD,Computer Science,7.5,0,1,0,0,0,0,1,0,1,1,0,0,5,2,3,1,2,Cybersecurity Analyst,Frontend Developer,Full Stack Developer
23,Male,Master,AI,6.6,4,1,0,1,0,0,1,1,0,1,0,0,3,1,5,3,1,Software Engineer,Cloud Engineer,Backend Developer
28,Female,PhD,Software Engineering,7.9,3,0,0,1,1,0,0,1,0,1,1,1,3,3,1,4,1,Software Engineer,Cloud Engineer,DevOps Engineer
30,Female,Bachelor,AI,7.8,2,0,0,1,1,1,1,0,1,0,1,0,3,4,4,4,5,Business Intelligence Analyst,Software Engineer,DevOps Engineer
32,Female,Master,AI,10.0,6,1,1,0,0,0,0,0,1,0,0,0,5,4,4,4,5,Software Engineer,Cybersecurity Analyst,AI Researcher
34,Female,Bachelor,AI,7.4,7,0,1,1,1,0,0,0,1,1,1,0,5,1,3,5,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
22,Male,Master,Computer Science,9.9,3,1,1,1,1,0,1,0,1,0,0,0,4,3,1,1,2,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
29,Female,PhD,AI,7.2,2,0,1,1,0,0,0,0,0,0,1,1,5,3,4,2,1,Software Engineer,DevOps Engineer,Backend Developer
35,Female,Bachelor,AI,7.6,5,1,1,1,1,0,0,0,0,0,1,1,4,4,4,5,5,Software Engineer,DevOps Engineer,Backend Developer
25,Male,Bachelor,AI,7.7,8,0,0,0,1,1,0,1,0,0,0,0,2,3,3,5,1,Cloud Engineer,Machine Learning Engineer,Data Scientist
28,Female,Bachelor,Data Science,8.0,7,0,1,1,1,1,1,0,0,0,0,1,3,5,5,4,3,Business Intelligence Analyst,Software Engineer,Data Analyst
25,Female,Master,Cybersecurity,9.2,6,0,0,0,1,1,0,1,1,0,1,0,3,3,5,3,2,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
26,Female,Master,Cybersecurity,7.5,7,1,0,1,0,1,1,0,1,0,1,1,5,4,5,3,5,Machine Learning Engineer,Software Engineer,DevOps Engineer
27,Female,Bachelor,Cybersecurity,7.4,4,1,0,0,1,1,0,0,0,1,0,0,4,3,3,5,3,Machine Learning Engineer,Data Scientist,AI Researcher
35,Male,Bachelor,Data Science,8.8,6,1,0,0,1,0,1,0,1,1,1,0,1,3,1,1,4,Business Intelligence Analyst,DevOps Engineer,Cybersecurity Analyst
30,Female,Bachelor,Software Engineering,8.4,8,1,0,0,1,0,0,1,0,1,0,1,4,3,3,4,1,Cloud Engineer,Frontend Developer,Security Engineer
24,Female,PhD,AI,6.8,2,0,1,1,1,1,0,0,0,1,0,1,3,2,2,5,1,Software Engineer,AI Researcher,Backend Developer
27,Male,PhD,AI,6.5,0,1,0,1,0,0,0,0,0,0,0,0,5,5,5,5,5,Software Engineer,Backend Developer,Business Intelligence Analyst
33,Male,PhD,AI,10.0,5,1,0,1,1,1,0,0,1,1,0,0,5,1,3,2,2,AI Researcher,Machine Learning Engineer,Software Engineer
21,Female,Bachelor,Cybersecurity,8.3,7,0,0,1,1,0,0,0,1,1,0,0,2,2,3,2,3,Software Engineer,Cybersecurity Analyst,Backend Developer
21,Male,Master,Computer Science,7.2,1,0,1,0,1,1,0,0,1,0,0,0,2,4,4,2,5,Software Engineer,Cybersecurity Analyst,Backend Developer
28,Male,Master,Software Engineering,6.4,0,0,1,0,1,1,0,1,0,0,1,1,4,1,2,1,3,Software Engineer,Cloud Engineer,DevOps Engineer
27,Male,Master,Cybersecurity,6.9,1,0,0,1,1,0,1,0,0,0,0,0,5,4,5,1,2,Business Intelligence Analyst,Software Engineer,Data Analyst
25,Male,Master,Software Engineering,7.7,7,0,0,0,0,0,1,0,0,0,1,1,5,3,4,2,4,DevOps Engineer,Security Engineer,Business Intelligence Analyst
33,Male,Master,AI,10.0,6,0,1,0,1,1,1,1,0,0,0,0,5,4,3,5,1,Business Intelligence Analyst,Software Engineer,Cloud Engineer
33,Male,PhD,Data Science,7.1,5,0,0,0,0,1,0,1,0,1,1,1,3,3,3,2,1,Cloud Engineer,DevOps Engineer,Frontend Developer
26,Male,Master,Data Science,7.9,0,0,1,0,0,1,1,0,1,0,1,1,2,1,2,1,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
26,Female,Master,Data Science,9.3,0,0,1,0,0,1,0,0,1,0,0,1,5,1,1,1,1,Software Engineer,Cybersecurity Analyst,AI Researcher
34,Male,PhD,Computer Science,10.0,0,1,1,1,1,1,1,0,1,0,0,0,2,2,1,3,1,AI Researcher,Machine Learning Engineer,Data Scientist
24,Male,Bachelor,Data Science,6.5,1,0,0,0,0,0,1,0,1,0,1,0,5,5,5,1,2,DevOps Engineer,Cybersecurity Analyst,Business Intelligence Analyst
24,Male,PhD,Computer Science,9.0,7,1,1,0,0,0,0,0,0,1,0,0,5,3,4,5,2,Software Engineer,Backend Developer,Frontend Developer
24,Female,Bachelor,Computer Science,6.8,3,0,0,1,0,1,0,1,1,0,1,0,3,2,4,3,1,Software Engineer,Cloud Engineer,DevOps Engineer
29,Female,PhD,Cybersecurity,8.7,1,0,0,1,0,0,0,1,1,0,0,0,1,5,2,1,4,Software Engineer,Cloud Engineer,Cybersecurity Analyst
24,Male,Bachelor,Software Engineering,7.0,3,1,0,0,0,0,1,1,1,0,0,0,5,4,2,2,3,Cloud Engineer,Cybersecurity Analyst,Business Intelligence Analyst
23,Male,Bachelor,Computer Science,7.4,0,1,0,1,0,0,0,0,0,0,1,0,4,2,3,4,1,Software Engineer,DevOps Engineer,Backend Developer
27,Male,Bachelor,Data Science,8.6,7,0,0,0,0,0,1,1,0,1,1,0,5,5,1,1,1,Cloud Engineer,DevOps Engineer,Frontend Developer
28,Male,Bachelor,Computer Science,8.6,1,0,1,1,0,1,0,0,0,0,0,0,1,5,3,2,4,Software Engineer,Backend Developer,Machine Learning Engineer
32,Male,Master,Cybersecurity,6.7,2,0,0,0,0,1,1,1,1,0,1,1,5,4,4,4,3,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
29,Male,Master,AI,7.7,3,0,1,0,0,1,1,1,1,1,1,1,5,1,1,3,5,Software Engineer,Cloud Engineer,DevOps Engineer
33,Female,Bachelor,Data Science,6.9,5,1,0,1,1,0,0,0,0,1,1,1,3,2,1,5,2,Software Engineer,DevOps Engineer,Backend Developer
23,Female,Bachelor,Software Engineering,8.0,3,0,0,1,1,0,0,0,0,1,0,0,5,4,1,5,5,Software Engineer,Backend Developer,Frontend Developer
26,Female,Master,Cybersecurity,6.5,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,2,2,DevOps Engineer,Security Engineer,Business Intelligence Analyst
22,Male,PhD,Computer Science,9.9,4,0,1,0,1,1,1,1,0,1,1,0,2,2,4,5,2,Business Intelligence Analyst,Software Engineer,Cloud Engineer
35,Male,Bachelor,Software Engineering,9.2,6,1,1,1,1,0,1,0,1,0,0,0,4,2,4,5,1,Business Intelligence Analyst,Software Engineer,Cybersecurity Analyst
22,Female,Master,Computer Science,9.6,8,0,0,0,1,0,0,0,1,1,0,1,1,4,5,5,5,Cybersecurity Analyst,AI Researcher,Frontend Developer
24,Male,Master,Cybersecurity,6.3,0,0,1,1,0,1,1,0,1,1,1,0,5,2,4,3,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
24,Male,Master,Cybersecurity,7.8,5,1,1,1,0,1,0,0,1,0,1,1,5,5,5,3,5,Machine Learning Engineer,Software Engineer,DevOps Engineer
25,Female,Bachelor,AI,9.2,5,1,0,0,1,1,1,1,0,0,0,1,3,4,3,2,3,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
22,Female,Bachelor,AI,9.2,6,0,1,1,0,0,1,0,1,0,0,1,1,3,5,5,2,Software Engineer,Cybersecurity Analyst,Backend Developer
35,Male,PhD,Computer Science,7.8,7,1,1,1,0,1,1,1,0,0,0,0,1,3,3,4,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
25,Female,Bachelor,Cybersecurity,9.0,6,1,1,1,1,1,1,0,1,0,1,1,2,5,3,3,2,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
33,Female,Master,Cybersecurity,8.8,1,0,0,1,0,1,1,1,0,0,1,0,2,2,4,2,2,Software Engineer,Cloud Engineer,DevOps Engineer
35,Female,Master,Data Science,7.8,1,0,1,0,1,0,0,0,0,1,1,1,4,2,1,4,5,Software Engineer,DevOps Engineer,Backend Developer
34,Female,PhD,Cybersecurity,6.4,5,1,0,0,0,1,0,0,1,1,1,0,4,4,1,1,2,Machine Learning Engineer,DevOps Engineer,Cybersecurity Analyst
27,Male,Bachelor,Data Science,8.4,5,1,0,1,1,0,1,0,0,1,0,0,2,3,1,3,3,Business Intelligence Analyst,Software Engineer,Data Analyst
30,Male,Bachelor,Computer Science,8.0,4,1,0,1,0,1,1,0,0,1,1,0,1,4,5,1,2,Machine Learning Engineer,Software Engineer,DevOps Engineer
30,Female,PhD,Software Engineering,6.8,5,0,0,0,1,0,0,1,0,0,1,1,4,3,2,3,5,Cloud Engineer,DevOps Engineer,Security Engineer
22,Female,Master,Data Science,9.0,0,1,0,1,1,0,0,0,0,1,1,0,3,4,5,2,2,Software Engineer,DevOps Engineer,Backend Developer
34,Female,Bachelor,Cybersecurity,6.7,5,1,1,1,1,0,0,1,1,0,1,0,5,1,1,1,1,Software Engineer,Cloud Engineer,DevOps Engineer
21,Male,Master,Computer Science,7.2,1,1,0,0,0,0,1,1,1,0,1,1,4,4,3,1,5,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
28,Female,Master,AI,9.2,7,0,1,1,0,0,1,0,0,0,1,0,4,3,5,5,5,Software Engineer,DevOps Engineer,Backend Developer
24,Male,Master,Data Science,7.6,8,0,1,0,0,0,1,0,0,0,0,0,3,5,2,5,4,Software Engineer,Backend Developer,Machine Learning Engineer
24,Female,Master,Software Engineering,6.8,1,0,0,1,0,0,1,0,0,1,1,0,3,2,2,3,1,Software Engineer,DevOps Engineer,Backend Developer
30,Female,PhD,Cybersecurity,7.0,4,1,0,1,1,1,1,0,0,1,0,1,1,5,4,3,2,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
30,Male,Bachelor,Software Engineering,8.1,1,0,1,0,1,0,0,1,1,1,1,0,1,4,2,1,4,Software Engineer,Cloud Engineer,DevOps Engineer
27,Female,Bachelor,Data Science,8.7,5,1,1,1,1,0,0,0,1,0,1,0,1,2,3,2,4,Software Engineer,DevOps Engineer,Cybersecurity Analyst
22,Male,Bachelor,Software Engineering,6.7,7,0,1,0,1,1,0,1,1,0,0,0,2,2,3,3,3,Software Engineer,Cloud Engineer,Cybersecurity Analyst
35,Male,PhD,AI,9.6,7,0,0,1,1,0,0,1,1,1,1,0,1,5,5,2,5,Software Engineer,Cloud Engineer,DevOps Engineer
28,Male,Master,Computer Science,7.2,6,1,0,1,0,0,1,1,0,0,1,0,5,2,2,2,2,Software Engineer,Cloud Engineer,DevOps Engineer
34,Female,Bachelor,AI,9.0,0,0,1,1,1,0,0,1,0,0,0,0,3,5,4,5,4,Software Engineer,Cloud Engineer,Backend Developer
21,Male,Bachelor,AI,9.2,6,1,0,1,1,1,0,1,0,1,1,1,4,3,4,3,2,Machine Learning Engineer,Software Engineer,Cloud Engineer
32,Female,PhD,Data Science,6.5,5,1,1,0,0,1,0,0,1,1,0,1,2,3,1,4,3,Machine Learning Engineer,Software Engineer,Cybersecurity Analyst
29,Male,Bachelor,Computer Science,7.0,8,0,1,0,1,0,1,1,0,1,1,1,3,5,1,5,1,Business Intelligence Analyst,Software Engineer,Cloud Engineer
22,Female,Master,AI,7.6,4,0,0,1,0,1,1,1,0,0,0,0,3,1,5,1,2,Software Engineer,Cloud Engineer,Backend Developer
22,Female,PhD,AI,8.0,3,1,0,0,0,0,1,0,1,0,0,0,1,1,2,2,4,Cybersecurity Analyst,Machine Learning Engineer,Data Scientist
27,Male,PhD,Software Engineering,7.4,3,0,0,0,1,1,0,0,0,1,1,1,4,4,3,4,3,DevOps Engineer,Frontend Developer,Security Engineer
24,Female,PhD,Cybersecurity,6.5,1,1,0,0,0,0,0,1,0,1,0,0,4,3,1,1,3,Cloud Engineer,Frontend Developer,Full Stack Developer
26,Male,Master,Cybersecurity,7.2,4,0,1,0,1,1,1,0,1,0,1,0,1,3,4,4,5,Business Intelligence Analyst,Software Engineer,DevOps Engineer
22,Female,PhD,AI,7.5,6,1,0,0,0,0,0,1,1,1,1,0,1,4,1,3,1,Cloud Engineer,DevOps Engineer,Cybersecurity Analyst
30,Female,PhD,Data Science,9.8,3,0,1,1,1,1,0,0,1,0,0,1,1,3,1,1,4,Software Engineer,Cybersecurity Analyst,AI Researcher
26,Male,Master,Data Science,9.6,0,0,0,0,1,1,1,1,1,0,0,1,3,5,1,3,1,Business Intelligence Analyst,Cloud Engineer,Cybersecurity Analyst
31,Male,Master,AI,7.9,0,0,0,0,0,0,1,1,0,0,0,0,3,2,4,2,5,Cloud Engineer,Machine Learning Engineer,Data Scientist
22,Male,Bachelor,Cybersecurity,9.5,8,0,1,1,1,0,1,0,1,1,1,1,4,2,5,2,4,Business Intelligence Analyst,Software Engineer,DevOps Engineer
35,Male,Master,Software Engineering,6.3,2,1,1,1,0,1,0,1,1,0,0,0,1,5,4,5,3,Machine Learning Engineer,Software Engineer,Cloud Engineer
26,Female,Bachelor,Computer Science,6.8,2,0,0,1,1,1,0,1,0,1,1,0,3,3,1,1,3,Software Engineer,Cloud Engineer,DevOps Engineer
27,Female,PhD,Data Science,7.3,8,0,1,1,0,0,0,0,0,1,0,0,1,1,2,5,3,Software Engineer,Backend Developer,Frontend Developer
32,Female,Bachelor,Computer Science,9.9,2,0,1,0,0,0,0,1,0,1,0,0,1,1,4,2,2,Software Engineer,Cloud Engineer,AI Researcher
35,Male,PhD,Software Engineering,8.5,0,0,1,0,0,1,1,0,1,1,1,0,4,1,4,5,1,Software Engineer,DevOps Engineer,Cybersecurity Analyst
31,Female,Bachelor,Software Engineering,7.3,0,0,0,1,1,1,0,0,0,1,1,0,5,3,2,4,2,Software Engineer,DevOps Engineer,AI Researcher
21,Female,PhD,Computer Science,8.9,3,1,0,1,0,0,1,0,0,0,1,1,5,4,4,5,3,Software Engineer,DevOps Engineer,Backend Developer
27,Male,PhD,Software Engineering,9.3,3,1,0,0,1,0,1,0,0,1,0,0,5,1,5,1,5,Business Intelligence Analyst,AI Researcher,Data Analyst
25,Female,PhD,Computer Science,7.6,6,1,1,0,1,1,1,0,1,1,0,0,3,3,2,1,4,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
21,Female,Master,AI,8.5,6,1,1,1,0,1,0,1,0,0,0,0,4,1,4,1,1,Machine Learning Engineer,Software Engineer,Cloud Engineer
35,Female,Master,Computer Science,6.7,0,1,1,0,1,1,1,0,0,1,1,0,3,2,5,1,1,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
22,Female,Master,Cybersecurity,8.8,3,0,0,0,0,1,1,0,1,0,1,1,2,2,2,3,2,DevOps Engineer,Cybersecurity Analyst,Security Engineer
35,Male,Bachelor,AI,9.5,0,1,1,0,0,0,0,0,1,1,0,1,5,2,1,5,3,Software Engineer,Cybersecurity Analyst,AI Researcher
23,Male,Master,Software Engineering,8.3,0,1,0,0,0,0,1,1,0,1,1,1,5,3,4,5,3,Cloud Engineer,DevOps Engineer,Frontend Developer
27,Female,Bachelor,Computer Science,8.4,7,0,0,1,1,0,1,1,0,1,0,0,5,2,1,2,4,Software Engineer,Business Intelligence Analyst,Cloud Engineer
32,Female,PhD,Cybersecurity,9.2,2,0,1,1,0,1,1,0,1,1,1,1,3,2,4,5,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
32,Male,Master,AI,9.5,7,1,0,0,1,1,0,0,0,0,1,0,2,3,3,5,4,AI Researcher,Machine Learning Engineer,DevOps Engineer
29,Female,PhD,Software Engineering,6.4,7,1,0,1,1,1,1,1,1,1,0,0,5,2,1,2,4,Business Intelligence Analyst,Machine Learning Engineer,Data Scientist
21,Female,PhD,Data Science,6.8,3,1,1,1,0,1,0,0,0,1,1,1,1,5,5,5,2,Machine Learning Engineer,Software Engineer,DevOps Engineer
34,Female,PhD,Computer Science,6.3,1,0,0,0,1,1,1,1,1,1,1,0,5,2,3,3,5,Business Intelligence Analyst,Cloud Engineer,DevOps Engineer
25,Male,Bachelor,AI,8.9,8,1,1,1,1,0,1,0,1,1,1,1,3,4,3,5,2,Business Intelligence Analyst,Software Engineer,DevOps Engineer
31,Male,Bachelor,Data Science,9.7,3,0,0,1,0,0,0,1,1,0,1,0,2,2,4,5,5,Software Engineer,Cloud Engineer,DevOps Engineer
30,Male,Master,Cybersecurity,8.6,0,0,1,1,1,1,1,1,1,0,0,1,3,3,5,1,4,Business Intelligence Analyst,Software Engineer,Cloud Engineer
32,Female,PhD,Cybersecurity,9.5,6,0,1,0,1,1,0,0,0,1,1,0,1,2,4,4,2,Software Engineer,DevOps Engineer,AI Researcher
29,Male,Bachelor,Data Science,9.8,5,0,0,1,1,1,1,0,0,0,0,0,1,5,1,2,2,Business Intelligence Analyst,Software Engineer,AI Researcher
28,Female,Master,Software Engineering,7.6,2,1,1,0,1,1,1,1,0,0,0,1,2,4,4,2,1,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
29,Female,PhD,Data Science,7.7,8,0,0,0,0,1,0,0,0,1,0,0,5,3,3,4,4,Frontend Developer,Full Stack Developer,Business Intelligence Analyst
33,Female,Master,AI,9.0,8,1,0,1,1,1,1,1,1,0,0,1,1,2,5,3,5,Machine Learning Engineer,Data Scientist,Business Intelligence Analyst
28,Female,PhD,Cybersecurity,8.1,7,0,0,0,0,0,0,1,1,1,0,1,5,1,4,4,1,Cloud Engineer,Cybersecurity Analyst,Frontend Developer
26,Male,Bachelor,Cybersecurity,7.8,1,0,0,1,0,1,0,0,0,0,0,1,2,2,2,3,3,Software Engineer,Backend Developer,Security Engineer
21,Male,PhD,Data Science,8.2,3,0,0,0,0,0,1,0,0,1,1,1,2,2,5,3,3,DevOps Engineer,Frontend Developer,Security Engineer
26,Female,Master,Computer Science,6.5,6,0,1,1,0,0,1,0,0,1,0,0,5,3,2,1,1,Software Engineer,Backend Developer,Frontend Developer
25,Female,Bachelor,Data Science,8.4,4,0,1,1,1,1,0,0,1,1,1,1,3,4,3,4,5,Software Engineer,DevOps Engineer,Cybersecurity Analyst
29,Female,Bachelor,Data Science,8.0,0,1,0,1,0,1,0,0,0,0,1,0,2,3,1,1,5,Machine Learning Engineer,Software Engineer,DevOps Engineer
33,Female,Bachelor,Cybersecurity,7.1,1,1,0,1,0,0,0,0,1,0,1,0,5,5,5,5,4,Software Engineer,DevOps Engineer,Cybersecurity Analyst
